First Name,Last Name,Year,Rec,Yards,TD,20+,40+,Lng,Rec 1st,1st %,Rec FUM,Targets,Position,Draft Year,College,Height (inch),Weight (lbs),BMI,ArmLength (inch),Hand Size (inch),Wing Span (inch),40 Yard Dash (s),40 Yard (MPH),20 Yard Split (s),Bench Press,QB Ball Velocity,Vertical Leap (inch),Broad Jump (inch),20 Yd Shuttle (s),Three Cone
Tommylee,Lewis,2020.0,1.0,,,,,5.0,,,,1.0,WR,,,,,,,,,,,,,,,,,
Garrett,Limbrick,1990.0,4.0,,,,,9.0,,,,,RB,,,,,,,,,,,,,,,,,
Phillip,Lindsay,2018.0,35.0,241.0,1.0,1.0,,29.0,12.0,0.34299999999999997,,47.0,RB,2018.0,Colorado,"67,25",184.0,29.29,,,75.5,,18.64,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Phillip,Lindsay,2019.0,35.0,196.0,,1.0,,36.0,9.0,0.257,,47.0,RB,2018.0,Colorado,"67,25",184.0,29.29,,,75.5,,18.64,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Phillip,Lindsay,2020.0,7.0,,,,,11.0,1.0,0.14300000000000002,,14.0,RB,2018.0,Colorado,"67,25",184.0,29.29,,,75.5,,18.64,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Jim,Lindsey,1970.0,4.0,,1.0,,,,,,,,RB,,,,,,,,,,,,,,,,,
Jim,Lindsey,1971.0,8.0,,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Jim,Lindsey,1972.0,3.0,,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Zach,Line,2013.0,1.0,,,,,8.0,,,,3.0,FB,2013.0,"Southern,Methodist,TX","72,5",232.0,31.78,30.75,8.68,73.125,4.77,17.59,2.79,26 reps (225 lb),(N/A) (MPH),30.5,111.0,,
Zach,Line,2015.0,6.0,,1.0,2.0,1.0,49.0,4.0,0.667,,9.0,FB,2013.0,"Southern,Methodist,TX","72,5",232.0,31.78,30.75,8.68,73.125,4.77,17.59,2.79,26 reps (225 lb),(N/A) (MPH),30.5,111.0,,
Zach,Line,2017.0,2.0,,1.0,,,5.0,1.0,0.5,,5.0,FB,2013.0,"Southern,Methodist,TX","72,5",232.0,31.78,30.75,8.68,73.125,4.77,17.59,2.79,26 reps (225 lb),(N/A) (MPH),30.5,111.0,,
Zach,Line,2018.0,5.0,,2.0,,,5.0,2.0,0.4,,10.0,FB,2013.0,"Southern,Methodist,TX","72,5",232.0,31.78,30.75,8.68,73.125,4.77,17.59,2.79,26 reps (225 lb),(N/A) (MPH),30.5,111.0,,
Zach,Line,2019.0,6.0,,,,,12.0,1.0,0.16699999999999998,,10.0,FB,2013.0,"Southern,Methodist,TX","72,5",232.0,31.78,30.75,8.68,73.125,4.77,17.59,2.79,26 reps (225 lb),(N/A) (MPH),30.5,111.0,,
Larry,Linne,1987.0,11.0,158.0,2.0,,,30.0,,,,,WR,,,,,,,,,,,,,,,,,
Jonathan,Linton,1998.0,1.0,,,,,10.0,,,,,FB,1998.0,"North,Carolina","72,6",248.0,33.88,33.25,10.25,,4.84,,2.86,(N/A) reps (225 lb),(N/A) (MPH),29.5,,4.27,7.6
Jonathan,Linton,1999.0,29.0,228.0,1.0,2.0,,28.0,8.0,0.276,,,FB,1998.0,"North,Carolina","72,6",248.0,33.88,33.25,10.25,,4.84,,2.86,(N/A) reps (225 lb),(N/A) (MPH),29.5,,4.27,7.6
Jonathan,Linton,2000.0,3.0,,1.0,,,4.0,1.0,0.33299999999999996,,,FB,1998.0,"North,Carolina","72,6",248.0,33.88,33.25,10.25,,4.84,,2.86,(N/A) reps (225 lb),(N/A) (MPH),29.5,,4.27,7.6
Louis,Lipps,1984.0,45.0,860.0,9.0,,,80.0,,,,,WR,,,,,,,,,,,,,,,,,
Louis,Lipps,1985.0,59.0,1134.0,12.0,,,51.0,,,,,WR,,,,,,,,,,,,,,,,,
Louis,Lipps,1986.0,38.0,590.0,3.0,,,48.0,,,,,WR,,,,,,,,,,,,,,,,,
Louis,Lipps,1987.0,11.0,164.0,,,,27.0,,,,,WR,,,,,,,,,,,,,,,,,
Louis,Lipps,1988.0,50.0,973.0,5.0,,,89.0,,,,,WR,,,,,,,,,,,,,,,,,
Louis,Lipps,1989.0,50.0,944.0,5.0,,,79.0,,,,,WR,,,,,,,,,,,,,,,,,
Louis,Lipps,1990.0,50.0,682.0,3.0,,,37.0,,,,,WR,,,,,,,,,,,,,,,,,
Louis,Lipps,1991.0,55.0,671.0,2.0,6.0,,35.0,37.0,0.6729999999999999,,,WR,,,,,,,,,,,,,,,,,
Louis,Lipps,1992.0,1.0,,,,,1.0,,,,,WR,,,,,,,,,,,,,,,,,
Dave,Little,1984.0,1.0,,,,,13.0,,,,,TE,,,,,,,,,,,,,,,,,
Dave,Little,1985.0,7.0,,,,,28.0,,,,,TE,,,,,,,,,,,,,,,,,
Dave,Little,1986.0,14.0,132.0,,,,26.0,,,,,TE,,,,,,,,,,,,,,,,,
Dave,Little,1987.0,1.0,,,,,8.0,,,,,TE,,,,,,,,,,,,,,,,,
Dave,Little,1989.0,2.0,,1.0,,,7.0,,,,,TE,,,,,,,,,,,,,,,,,
Floyd,Little,1970.0,17.0,161.0,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Floyd,Little,1971.0,26.0,255.0,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Floyd,Little,1972.0,28.0,367.0,4.0,,,,,,,,RB,,,,,,,,,,,,,,,,,
Floyd,Little,1973.0,41.0,423.0,1.0,,,,,,,,RB,,,,,,,,,,,,,,,,,
Floyd,Little,1974.0,29.0,344.0,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Floyd,Little,1975.0,29.0,308.0,2.0,,,66.0,,,,,RB,,,,,,,,,,,,,,,,,
Greg,Little,2011.0,61.0,709.0,2.0,6.0,2.0,76.0,35.0,0.574,,121.0,WR,2011.0,"North,Carolina","74,5",231.0,29.97,33.25,9.13,,4.51,18.18,2.59,27 reps (225 lb),(N/A) (MPH),40.5,129.0,4.21,6.8
Greg,Little,2012.0,53.0,647.0,4.0,11.0,1.0,43.0,36.0,0.679,,91.0,WR,2011.0,"North,Carolina","74,5",231.0,29.97,33.25,9.13,,4.51,18.18,2.59,27 reps (225 lb),(N/A) (MPH),40.5,129.0,4.21,6.8
Greg,Little,2013.0,41.0,465.0,2.0,4.0,3.0,47.0,22.0,0.537,,99.0,WR,2011.0,"North,Carolina","74,5",231.0,29.97,33.25,9.13,,4.51,18.18,2.59,27 reps (225 lb),(N/A) (MPH),40.5,129.0,4.21,6.8
Greg,Little,2014.0,6.0,,,1.0,,21.0,3.0,0.5,,12.0,WR,2011.0,"North,Carolina","74,5",231.0,29.97,33.25,9.13,,4.51,18.18,2.59,27 reps (225 lb),(N/A) (MPH),40.5,129.0,4.21,6.8
Brandon,Lloyd,2003.0,14.0,212.0,2.0,5.0,1.0,44.0,9.0,0.643,,,WR,2003.0,Illinois,"72,1",184.0,25.48,31.25,9.0,,4.61,,2.71,(N/A) reps (225 lb),(N/A) (MPH),36.0,,,
Brandon,Lloyd,2004.0,43.0,565.0,6.0,6.0,1.0,52.0,26.0,0.605,,,WR,2003.0,Illinois,"72,1",184.0,25.48,31.25,9.0,,4.61,,2.71,(N/A) reps (225 lb),(N/A) (MPH),36.0,,,
Brandon,Lloyd,2005.0,48.0,733.0,5.0,9.0,3.0,89.0,34.0,0.708,1.0,,WR,2003.0,Illinois,"72,1",184.0,25.48,31.25,9.0,,4.61,,2.71,(N/A) reps (225 lb),(N/A) (MPH),36.0,,,
Brandon,Lloyd,2006.0,23.0,365.0,,4.0,3.0,52.0,15.0,0.652,1.0,56.0,WR,2003.0,Illinois,"72,1",184.0,25.48,31.25,9.0,,4.61,,2.71,(N/A) reps (225 lb),(N/A) (MPH),36.0,,,
Brandon,Lloyd,2007.0,2.0,,,,,9.0,,,,11.0,WR,2003.0,Illinois,"72,1",184.0,25.48,31.25,9.0,,4.61,,2.71,(N/A) reps (225 lb),(N/A) (MPH),36.0,,,
Brandon,Lloyd,2008.0,26.0,364.0,2.0,7.0,,32.0,17.0,0.654,,50.0,WR,2003.0,Illinois,"72,1",184.0,25.48,31.25,9.0,,4.61,,2.71,(N/A) reps (225 lb),(N/A) (MPH),36.0,,,
Brandon,Lloyd,2009.0,8.0,117.0,,2.0,1.0,44.0,5.0,0.625,,18.0,WR,2003.0,Illinois,"72,1",184.0,25.48,31.25,9.0,,4.61,,2.71,(N/A) reps (225 lb),(N/A) (MPH),36.0,,,
Brandon,Lloyd,2010.0,77.0,1448.0,11.0,23.0,9.0,71.0,72.0,0.935,,153.0,WR,2003.0,Illinois,"72,1",184.0,25.48,31.25,9.0,,4.61,,2.71,(N/A) reps (225 lb),(N/A) (MPH),36.0,,,
Brandon,Lloyd,2011.0,70.0,966.0,5.0,15.0,1.0,81.0,46.0,0.657,1.0,150.0,WR,2003.0,Illinois,"72,1",184.0,25.48,31.25,9.0,,4.61,,2.71,(N/A) reps (225 lb),(N/A) (MPH),36.0,,,
Brandon,Lloyd,2012.0,74.0,911.0,4.0,10.0,1.0,53.0,50.0,0.6759999999999999,,130.0,WR,2003.0,Illinois,"72,1",184.0,25.48,31.25,9.0,,4.61,,2.71,(N/A) reps (225 lb),(N/A) (MPH),36.0,,,
Brandon,Lloyd,2014.0,14.0,294.0,1.0,5.0,1.0,80.0,11.0,0.7859999999999999,,35.0,WR,2003.0,Illinois,"72,1",184.0,25.48,31.25,9.0,,4.61,,2.71,(N/A) reps (225 lb),(N/A) (MPH),36.0,,,
Charles,Lockett,1987.0,7.0,116.0,1.0,,,25.0,,,,,WR,1987.0,"Long,Beach,State,CA","70,6",175.0,25.28,30.0,8.75,,4.45,,2.56,3 reps (225 lb),(N/A) (MPH),33.0,113.0,4.39,
Charles,Lockett,1988.0,22.0,365.0,1.0,,,44.0,,,,,WR,1987.0,"Long,Beach,State,CA","70,6",175.0,25.28,30.0,8.75,,4.45,,2.56,3 reps (225 lb),(N/A) (MPH),33.0,113.0,4.39,
Kevin,Lockett,1997.0,1.0,,,1.0,,35.0,1.0,,,,WR,1997.0,"Kansas,State","71,9",171.0,23.82,33.25,8.63,,4.57,,2.62,(N/A) reps (225 lb),(N/A) (MPH),36.5,,3.93,6.88
Kevin,Lockett,1998.0,19.0,281.0,,3.0,,38.0,16.0,0.8420000000000001,,,WR,1997.0,"Kansas,State","71,9",171.0,23.82,33.25,8.63,,4.57,,2.62,(N/A) reps (225 lb),(N/A) (MPH),36.5,,3.93,6.88
Kevin,Lockett,1999.0,34.0,426.0,2.0,6.0,,39.0,26.0,0.765,,,WR,1997.0,"Kansas,State","71,9",171.0,23.82,33.25,8.63,,4.57,,2.62,(N/A) reps (225 lb),(N/A) (MPH),36.5,,3.93,6.88
Kevin,Lockett,2000.0,33.0,422.0,2.0,2.0,,34.0,25.0,0.758,1.0,,WR,1997.0,"Kansas,State","71,9",171.0,23.82,33.25,8.63,,4.57,,2.62,(N/A) reps (225 lb),(N/A) (MPH),36.5,,3.93,6.88
Kevin,Lockett,2001.0,22.0,293.0,,4.0,,34.0,16.0,0.727,1.0,,WR,1997.0,"Kansas,State","71,9",171.0,23.82,33.25,8.63,,4.57,,2.62,(N/A) reps (225 lb),(N/A) (MPH),36.5,,3.93,6.88
Kevin,Lockett,2002.0,16.0,205.0,4.0,3.0,,61.0,10.0,0.625,1.0,,WR,1997.0,"Kansas,State","71,9",171.0,23.82,33.25,8.63,,4.57,,2.62,(N/A) reps (225 lb),(N/A) (MPH),36.5,,3.93,6.88
Kevin,Lockett,2003.0,5.0,,,1.0,,23.0,5.0,,,,WR,1997.0,"Kansas,State","71,9",171.0,23.82,33.25,8.63,,4.57,,2.62,(N/A) reps (225 lb),(N/A) (MPH),36.5,,3.93,6.88
Tyler,Lockett,2015.0,51.0,664.0,6.0,9.0,2.0,49.0,31.0,0.608,,68.0,WR,2015.0,"Kansas,State","69,88",182.0,26.83,30.0,8.38,70.75,4.4,,2.59,(N/A) reps (225 lb),(N/A) (MPH),35.5,,4.07,6.89
Tyler,Lockett,2016.0,41.0,597.0,1.0,9.0,3.0,57.0,22.0,0.537,,67.0,WR,2015.0,"Kansas,State","69,88",182.0,26.83,30.0,8.38,70.75,4.4,,2.59,(N/A) reps (225 lb),(N/A) (MPH),35.5,,4.07,6.89
Tyler,Lockett,2017.0,45.0,555.0,2.0,5.0,3.0,74.0,23.0,0.511,,69.0,WR,2015.0,"Kansas,State","69,88",182.0,26.83,30.0,8.38,70.75,4.4,,2.59,(N/A) reps (225 lb),(N/A) (MPH),35.5,,4.07,6.89
Tyler,Lockett,2018.0,57.0,965.0,10.0,17.0,6.0,52.0,37.0,0.649,1.0,70.0,WR,2015.0,"Kansas,State","69,88",182.0,26.83,30.0,8.38,70.75,4.4,,2.59,(N/A) reps (225 lb),(N/A) (MPH),35.5,,4.07,6.89
Tyler,Lockett,2019.0,82.0,1057.0,8.0,15.0,3.0,44.0,53.0,0.6459999999999999,1.0,110.0,WR,2015.0,"Kansas,State","69,88",182.0,26.83,30.0,8.38,70.75,4.4,,2.59,(N/A) reps (225 lb),(N/A) (MPH),35.5,,4.07,6.89
Tyler,Lockett,2020.0,100.0,1054.0,10.0,10.0,2.0,47.0,57.0,0.57,1.0,132.0,WR,2015.0,"Kansas,State","69,88",182.0,26.83,30.0,8.38,70.75,4.4,,2.59,(N/A) reps (225 lb),(N/A) (MPH),35.5,,4.07,6.89
Ricardo,Lockette,2011.0,2.0,105.0,1.0,2.0,2.0,61.0,2.0,,,4.0,WR,2011.0,"Fort,Valley,State,GA","74,13",211.0,27.65,33.75,9.75,,4.34,,2.48,(N/A) reps (225 lb),(N/A) (MPH),35.5,,4.19,7.15
Ricardo,Lockette,2013.0,5.0,,,2.0,,33.0,3.0,0.6,,7.0,WR,2011.0,"Fort,Valley,State,GA","74,13",211.0,27.65,33.75,9.75,,4.34,,2.48,(N/A) reps (225 lb),(N/A) (MPH),35.5,,4.19,7.15
Ricardo,Lockette,2014.0,11.0,195.0,2.0,3.0,1.0,48.0,5.0,0.455,,15.0,WR,2011.0,"Fort,Valley,State,GA","74,13",211.0,27.65,33.75,9.75,,4.34,,2.48,(N/A) reps (225 lb),(N/A) (MPH),35.5,,4.19,7.15
Ricardo,Lockette,2015.0,4.0,,1.0,2.0,1.0,40.0,2.0,0.5,,7.0,WR,2011.0,"Fort,Valley,State,GA","74,13",211.0,27.65,33.75,9.75,,4.34,,2.48,(N/A) reps (225 lb),(N/A) (MPH),35.5,,4.19,7.15
James,Lofton,1978.0,46.0,818.0,6.0,,,58.0,,,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1979.0,54.0,968.0,4.0,,,52.0,,,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1980.0,71.0,1226.0,4.0,,,47.0,,,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1981.0,71.0,1294.0,8.0,,,75.0,,,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1982.0,35.0,696.0,4.0,,,80.0,,,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1983.0,58.0,1300.0,8.0,,,74.0,,,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1984.0,62.0,1361.0,7.0,,,79.0,,,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1985.0,69.0,1153.0,4.0,,,56.0,,,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1986.0,64.0,840.0,4.0,,,36.0,,,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1987.0,41.0,880.0,5.0,,,49.0,,,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1988.0,28.0,549.0,,,,57.0,,,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1989.0,8.0,166.0,3.0,,,47.0,,,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1990.0,35.0,712.0,4.0,,,71.0,,,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1991.0,57.0,1072.0,8.0,15.0,6.0,77.0,45.0,0.789,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1992.0,51.0,786.0,6.0,11.0,2.0,50.0,43.0,0.843,,,WR,,,,,,,,,,,,,,,,,
James,Lofton,1993.0,14.0,183.0,,3.0,,48.0,11.0,0.7859999999999999,,,WR,,,,,,,,,,,,,,,,,
Dave,Logan,1976.0,5.0,104.0,,,,52.0,,,,,WR,,,,,,,,,,,,,,,,,
Dave,Logan,1977.0,19.0,284.0,1.0,,,42.0,,,,,WR,,,,,,,,,,,,,,,,,
Dave,Logan,1978.0,37.0,585.0,4.0,,,44.0,,,,,WR,,,,,,,,,,,,,,,,,
Dave,Logan,1979.0,59.0,982.0,7.0,,,46.0,,,,,WR,,,,,,,,,,,,,,,,,
Dave,Logan,1980.0,51.0,822.0,4.0,,,65.0,,,,,WR,,,,,,,,,,,,,,,,,
Dave,Logan,1981.0,31.0,497.0,4.0,,,40.0,,,,,WR,,,,,,,,,,,,,,,,,
Dave,Logan,1982.0,23.0,346.0,2.0,,,56.0,,,,,WR,,,,,,,,,,,,,,,,,
Dave,Logan,1983.0,37.0,627.0,2.0,,,34.0,,,,,WR,,,,,,,,,,,,,,,,,
Dave,Logan,1984.0,1.0,,,,,3.0,,,,,WR,,,,,,,,,,,,,,,,,
Marc,Logan,1987.0,3.0,,,,,18.0,,,,,RB,,,,,,,,,,,,,,,,,
Marc,Logan,1988.0,2.0,,,,,17.0,,,,,RB,,,,,,,,,,,,,,,,,
Marc,Logan,1989.0,5.0,,,,,11.0,,,,,RB,,,,,,,,,,,,,,,,,
Marc,Logan,1990.0,7.0,,,,,12.0,,,,,RB,,,,,,,,,,,,,,,,,
Marc,Logan,1992.0,2.0,,,,,13.0,1.0,0.5,,,RB,,,,,,,,,,,,,,,,,
Marc,Logan,1993.0,37.0,348.0,,3.0,,24.0,15.0,0.405,,,RB,,,,,,,,,,,,,,,,,
Marc,Logan,1994.0,16.0,,1.0,,,15.0,7.0,0.43799999999999994,,,RB,,,,,,,,,,,,,,,,,
Marc,Logan,1995.0,25.0,276.0,2.0,4.0,,32.0,13.0,0.52,,,RB,,,,,,,,,,,,,,,,,
Marc,Logan,1996.0,23.0,269.0,,4.0,,26.0,14.0,0.609,,,RB,,,,,,,,,,,,,,,,,
Marc,Logan,1997.0,3.0,,,,,5.0,,,,,RB,,,,,,,,,,,,,,,,,
Stefan,Logan,2009.0,1.0,,,,,5.0,,,,1.0,WR,,,,,,,,,,,,,,,,,
Stefan,Logan,2011.0,1.0,,,,,19.0,1.0,,,1.0,WR,,,,,,,,,,,,,,,,,
Stefan,Logan,2012.0,6.0,,,,,10.0,2.0,0.33299999999999996,,7.0,WR,,,,,,,,,,,,,,,,,
Neil,Lomax,1982.0,1.0,,,,,10.0,,,,,QB,,,,,,,,,,,,,,,,,
Brandon,London,2008.0,3.0,,,,,14.0,2.0,0.667,,6.0,WR,,,,,,,,,,,,,,,,,
Bob,Long,1970.0,3.0,,1.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Darren,Long,1986.0,5.0,,,,,13.0,,,,,TE,,,,,,,,,,,,,,,,,
Kevin,Long,1977.0,5.0,,,,,7.0,,,,,RB,,,,,,,,,,,,,,,,,
Kevin,Long,1978.0,26.0,204.0,,,,17.0,,,,,RB,,,,,,,,,,,,,,,,,
Kevin,Long,1979.0,10.0,115.0,,,,27.0,,,,,RB,,,,,,,,,,,,,,,,,
Kevin,Long,1980.0,20.0,137.0,,,,16.0,,,,,RB,,,,,,,,,,,,,,,,,
Kevin,Long,1981.0,13.0,,3.0,,,18.0,,,,,RB,,,,,,,,,,,,,,,,,
Kyle,Long,2013.0,1.0,,,,,,,,1.0,1.0,OG,,,,,,,,,,,,,,,,,
Lance,Long,2009.0,20.0,178.0,,2.0,,30.0,6.0,0.3,,37.0,WR,,,,,,,,,,,,,,,,,
Dane,Looker,2003.0,47.0,495.0,3.0,5.0,1.0,41.0,27.0,0.574,1.0,,WR,,,,,,,,,,,,,,,,,
Dane,Looker,2004.0,13.0,183.0,,1.0,,29.0,7.0,0.5379999999999999,1.0,,WR,,,,,,,,,,,,,,,,,
Dane,Looker,2005.0,23.0,237.0,,2.0,,23.0,15.0,0.652,,,WR,,,,,,,,,,,,,,,,,
Dane,Looker,2007.0,6.0,,,,,10.0,3.0,0.5,,14.0,WR,,,,,,,,,,,,,,,,,
Dane,Looker,2008.0,23.0,271.0,2.0,5.0,,30.0,11.0,0.478,2.0,49.0,WR,,,,,,,,,,,,,,,,,
Erik,Lorig,2010.0,1.0,,,,,10.0,1.0,,,2.0,FB,,,,,,,10.125,,,,,,,,,,
Erik,Lorig,2011.0,6.0,,,1.0,,22.0,2.0,0.33299999999999996,,9.0,FB,,,,,,,10.125,,,,,,,,,,
Erik,Lorig,2012.0,12.0,,1.0,,,16.0,6.0,0.5,,19.0,FB,,,,,,,10.125,,,,,,,,,,
Erik,Lorig,2013.0,11.0,,,1.0,,20.0,2.0,0.182,,14.0,FB,,,,,,,10.125,,,,,,,,,,
Erik,Lorig,2014.0,9.0,,1.0,,,14.0,2.0,0.222,,10.0,FB,,,,,,,10.125,,,,,,,,,,
Thomas,Lott,1979.0,2.0,,,,,5.0,,,,,RB,,,,,,,,,,,,,,,,,
Corey,Louchiey,1996.0,1.0,,,,,,,,,,T,,,,,,,,,,,,,,,,,
Kamil,Loud,1999.0,6.0,,,1.0,,20.0,4.0,0.667,,,WR,1998.0,"Cal,Poly,SLO","71,9",190.0,26.46,32.0,9.63,,4.47,,2.67,(N/A) reps (225 lb),(N/A) (MPH),32.0,,4.26,7.84
Lance,Louis,2012.0,1.0,,,,,4.0,,,,1.0,G,,,,,,,,,,,,,,,,,
Ricardo,Louis,2016.0,18.0,205.0,,3.0,1.0,42.0,7.0,0.389,1.0,36.0,WR,2016.0,Auburn,"73,75",215.0,28.46,32.38,9.5,77.25,4.43,,2.61,18 reps (225 lb),(N/A) (MPH),38.0,132.0,,
Ricardo,Louis,2017.0,27.0,357.0,,7.0,,37.0,18.0,0.667,,61.0,WR,2016.0,Auburn,"73,75",215.0,28.46,32.38,9.5,77.25,4.43,,2.61,18 reps (225 lb),(N/A) (MPH),38.0,132.0,,
John,Love,1972.0,1.0,,1.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Randy,Love,1983.0,6.0,,1.0,,,16.0,,,,,RB,,,,,,,,,,,,,,,,,
Randy,Love,1984.0,7.0,,1.0,,,16.0,,,,,RB,,,,,,,,,,,,,,,,,
Randy,Love,1985.0,2.0,,,,,3.0,,,,,RB,,,,,,,,,,,,,,,,,
Edwin,Lovelady,1987.0,10.0,125.0,2.0,,,23.0,,,,,WR,,,,,,,,,,,,,,,,,
Derek,Loville,1994.0,2.0,,,,,19.0,2.0,,,,RB,,,,,,,,,,,,,,,,,
Derek,Loville,1995.0,87.0,662.0,3.0,2.0,,31.0,36.0,0.414,,,RB,,,,,,,,,,,,,,,,,
Derek,Loville,1996.0,16.0,138.0,2.0,2.0,1.0,44.0,4.0,0.25,,,RB,,,,,,,,,,,,,,,,,
Derek,Loville,1997.0,2.0,,,,,7.0,,,,,RB,,,,,,,,,,,,,,,,,
Derek,Loville,1998.0,2.0,,,,,17.0,2.0,,,,RB,,,,,,,,,,,,,,,,,
Derek,Loville,1999.0,11.0,,,,,15.0,4.0,0.364,,,RB,,,,,,,,,,,,,,,,,
Chad,Lucas,2007.0,5.0,,,1.0,1.0,52.0,1.0,0.2,,5.0,WR,,,,,,,,,,,,,,,,,
Nicolas,Luchey,1999.0,10.0,,,,,19.0,5.0,0.5,,,RB,,,,,,,,,,,,,,,,,
Nicolas,Luchey,2000.0,7.0,,,1.0,,20.0,4.0,0.5710000000000001,,,RB,,,,,,,,,,,,,,,,,
Nicolas,Luchey,2002.0,7.0,,,,,15.0,2.0,0.28600000000000003,,,RB,,,,,,,,,,,,,,,,,
Nicolas,Luchey,2003.0,1.0,,,,,12.0,1.0,,,,RB,,,,,,,,,,,,,,,,,
Nicolas,Luchey,2004.0,2.0,,,,,11.0,2.0,,,,RB,,,,,,,,,,,,,,,,,
Andrew,Luck,2018.0,1.0,,,,,4.0,1.0,,,2.0,QB,2012.0,Stanford,76,234.0,29.17,32.63,10.0,,4.59,,2.63,(N/A) reps (225 lb),(N/A) (MPH),36.0,,4.28,6.8
Terry,Luck,1977.0,1.0,,1.0,,,4.0,,,,,QB,,,,,,,,,,,,,,,,,
Mike,Lucky,1999.0,5.0,,,,,8.0,2.0,0.4,,,TE,1999.0,Arizona,79,269.0,31.03,,,,4.95,,2.83,(N/A) reps (225 lb),(N/A) (MPH),29.0,,4.38,7.42
Mike,Lucky,2001.0,13.0,,1.0,,,16.0,7.0,0.5379999999999999,,,TE,1999.0,Arizona,79,269.0,31.03,,,,4.95,,2.83,(N/A) reps (225 lb),(N/A) (MPH),29.0,,4.38,7.42
Mike,Lucky,2002.0,1.0,,,1.0,,22.0,1.0,,,,TE,1999.0,Arizona,79,269.0,31.03,,,,4.95,,2.83,(N/A) reps (225 lb),(N/A) (MPH),29.0,,4.38,7.42
Triandos,Luke,2004.0,6.0,,,,,12.0,3.0,0.5,,,WR,2004.0,Alabama,71,199.0,28.42,31.75,9.88,,4.43,,2.6,(N/A) reps (225 lb),(N/A) (MPH),38.0,,4.17,7.06
Kregg,Lumpkin,2008.0,3.0,,,,,12.0,1.0,0.33299999999999996,,3.0,RB,2008.0,Georgia,"71,5",226.0,31.83,31.38,9.13,,4.73,17.9,2.74,22 reps (225 lb),(N/A) (MPH),28.0,111.0,,
Kregg,Lumpkin,2010.0,1.0,,,,,12.0,1.0,,,1.0,RB,2008.0,Georgia,"71,5",226.0,31.83,31.38,9.13,,4.73,17.9,2.74,22 reps (225 lb),(N/A) (MPH),28.0,111.0,,
Kregg,Lumpkin,2011.0,41.0,291.0,,,,16.0,13.0,0.317,,53.0,RB,2008.0,Georgia,"71,5",226.0,31.83,31.38,9.13,,4.73,17.9,2.74,22 reps (225 lb),(N/A) (MPH),28.0,111.0,,
Dennis,Lundy,1995.0,1.0,,,,,11.0,1.0,,,,RB,,,,,,,,,,,,,,,,,
Wali,Lundy,2006.0,33.0,204.0,,,,15.0,7.0,0.212,,39.0,RB,2006.0,Virginia,71,214.0,30.57,31.5,9.5,,4.52,,2.62,18 reps (225 lb),(N/A) (MPH),35.0,111.0,4.36,6.99
Henry,Lusk,1996.0,27.0,210.0,,2.0,,24.0,9.0,0.33299999999999996,1.0,,TE,,,,,,,,,,,,,,,,,
Herb,Lusk,1976.0,13.0,119.0,,,,42.0,,,,,RB,,,,,,,,,,,,,,,,,
Herb,Lusk,1977.0,5.0,102.0,1.0,,,36.0,,,,,RB,,,,,,,,,,,,,,,,,
Chris,Luzar,2002.0,1.0,,,,,5.0,,,,,TE,2002.0,Virginia,"79,1",270.0,31.07,33.5,9.75,,4.77,,2.75,22 reps (225 lb),(N/A) (MPH),32.5,113.0,4.17,6.84
Chris,Luzar,2003.0,3.0,,,1.0,,21.0,1.0,0.33299999999999996,,,TE,2002.0,Virginia,"79,1",270.0,31.07,33.5,9.75,,4.77,,2.75,22 reps (225 lb),(N/A) (MPH),32.5,113.0,4.17,6.84
Garry,Lyle,1970.0,1.0,,,,,,,,,,DB,,,,,,,,,,,,,,,,,
Dustin,Lyman,2000.0,1.0,,,,,4.0,,,,,TE,,,,,,,,,,,,,,,,,
Dustin,Lyman,2002.0,14.0,121.0,2.0,1.0,,21.0,6.0,0.429,,,TE,,,,,,,,,,,,,,,,,
Dustin,Lyman,2003.0,11.0,,,,,12.0,4.0,0.364,,,TE,,,,,,,,,,,,,,,,,
Dustin,Lyman,2004.0,11.0,,1.0,,,13.0,3.0,0.273,,,TE,,,,,,,,,,,,,,,,,
