First Name,Last Name,Year,Rec,Yards,TD,20+,40+,Lng,Rec 1st,1st %,Rec FUM,Targets,Position,Draft Year,College,Height (inch),Weight (lbs),BMI,ArmLength (inch),Hand Size (inch),Wing Span (inch),40 Yard Dash (s),40 Yard (MPH),20 Yard Split (s),Bench Press,QB Ball Velocity,Vertical Leap (inch),Broad Jump (inch),20 Yd Shuttle (s),Three Cone
Eric,Lynch,1993.0,13.0,,,,,11.0,3.0,0.231,,,RB,1992.0,"Grand,Valley,State,MI","70,5",222.0,32.16,32.0,8.63,,,,,21 reps (225 lb),(N/A) (MPH),32.0,109.0,4.2,
Eric,Lynch,1994.0,2.0,,,,,12.0,1.0,0.5,,,RB,1992.0,"Grand,Valley,State,MI","70,5",222.0,32.16,32.0,8.63,,,,,21 reps (225 lb),(N/A) (MPH),32.0,109.0,4.2,
Fran,Lynch,1970.0,7.0,,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Fran,Lynch,1971.0,2.0,,1.0,,,,,,,,RB,,,,,,,,,,,,,,,,,
Fran,Lynch,1972.0,7.0,,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Fran,Lynch,1975.0,6.0,,1.0,,,19.0,,,,,RB,,,,,,,,,,,,,,,,,
Marshawn,Lynch,2007.0,18.0,184.0,,4.0,,30.0,10.0,0.556,1.0,26.0,RB,2007.0,California,"71,13",215.0,30.6,31.13,9.25,,4.48,,2.61,20 reps (225 lb),(N/A) (MPH),35.5,125.0,4.55,7.05
Marshawn,Lynch,2008.0,47.0,300.0,1.0,1.0,1.0,42.0,14.0,0.298,,67.0,RB,2007.0,California,"71,13",215.0,30.6,31.13,9.25,,4.48,,2.61,20 reps (225 lb),(N/A) (MPH),35.5,125.0,4.55,7.05
Marshawn,Lynch,2009.0,28.0,179.0,,3.0,,35.0,6.0,0.214,,37.0,RB,2007.0,California,"71,13",215.0,30.6,31.13,9.25,,4.48,,2.61,20 reps (225 lb),(N/A) (MPH),35.5,125.0,4.55,7.05
Marshawn,Lynch,2010.0,22.0,145.0,,1.0,,29.0,5.0,0.22699999999999998,2.0,28.0,RB,2007.0,California,"71,13",215.0,30.6,31.13,9.25,,4.48,,2.61,20 reps (225 lb),(N/A) (MPH),35.5,125.0,4.55,7.05
Marshawn,Lynch,2011.0,28.0,212.0,1.0,5.0,,26.0,8.0,0.28600000000000003,,41.0,RB,2007.0,California,"71,13",215.0,30.6,31.13,9.25,,4.48,,2.61,20 reps (225 lb),(N/A) (MPH),35.5,125.0,4.55,7.05
Marshawn,Lynch,2012.0,23.0,196.0,1.0,2.0,,27.0,11.0,0.478,1.0,30.0,RB,2007.0,California,"71,13",215.0,30.6,31.13,9.25,,4.48,,2.61,20 reps (225 lb),(N/A) (MPH),35.5,125.0,4.55,7.05
Marshawn,Lynch,2013.0,36.0,316.0,2.0,5.0,1.0,55.0,12.0,0.33299999999999996,1.0,44.0,RB,2007.0,California,"71,13",215.0,30.6,31.13,9.25,,4.48,,2.61,20 reps (225 lb),(N/A) (MPH),35.5,125.0,4.55,7.05
Marshawn,Lynch,2014.0,37.0,367.0,4.0,5.0,,39.0,16.0,0.43200000000000005,2.0,48.0,RB,2007.0,California,"71,13",215.0,30.6,31.13,9.25,,4.48,,2.61,20 reps (225 lb),(N/A) (MPH),35.5,125.0,4.55,7.05
Marshawn,Lynch,2015.0,13.0,,,,,19.0,5.0,0.385,,22.0,RB,2007.0,California,"71,13",215.0,30.6,31.13,9.25,,4.48,,2.61,20 reps (225 lb),(N/A) (MPH),35.5,125.0,4.55,7.05
Marshawn,Lynch,2017.0,20.0,151.0,,3.0,,25.0,6.0,0.3,,31.0,RB,2007.0,California,"71,13",215.0,30.6,31.13,9.25,,4.48,,2.61,20 reps (225 lb),(N/A) (MPH),35.5,125.0,4.55,7.05
Marshawn,Lynch,2018.0,15.0,,,,,17.0,6.0,0.4,,20.0,RB,2007.0,California,"71,13",215.0,30.6,31.13,9.25,,4.48,,2.61,20 reps (225 lb),(N/A) (MPH),35.5,125.0,4.55,7.05
Anthony,Lynn,1996.0,2.0,,,,,8.0,,,,,RB,,,,,,,,,,,,,,,,,
Anthony,Lynn,1997.0,1.0,,,1.0,,21.0,1.0,,,,RB,,,,,,,,,,,,,,,,,
Mitch,Lyons,1993.0,8.0,,,,,14.0,2.0,0.25,,,TE,1993.0,"Michigan,State","76,3",251.0,31.04,31.38,10.63,,5.25,,2.99,20 reps (225 lb),(N/A) (MPH),26.0,103.0,4.56,
Mitch,Lyons,1994.0,7.0,,,,,10.0,2.0,0.28600000000000003,,,TE,1993.0,"Michigan,State","76,3",251.0,31.04,31.38,10.63,,5.25,,2.99,20 reps (225 lb),(N/A) (MPH),26.0,103.0,4.56,
Mitch,Lyons,1995.0,5.0,,,2.0,,34.0,4.0,0.8,,,TE,1993.0,"Michigan,State","76,3",251.0,31.04,31.38,10.63,,5.25,,2.99,20 reps (225 lb),(N/A) (MPH),26.0,103.0,4.56,
Mitch,Lyons,1996.0,4.0,,1.0,,,5.0,1.0,0.25,,,TE,1993.0,"Michigan,State","76,3",251.0,31.04,31.38,10.63,,5.25,,2.99,20 reps (225 lb),(N/A) (MPH),26.0,103.0,4.56,
Mitch,Lyons,1997.0,4.0,,,,,13.0,1.0,0.25,,,TE,1993.0,"Michigan,State","76,3",251.0,31.04,31.38,10.63,,5.25,,2.99,20 reps (225 lb),(N/A) (MPH),26.0,103.0,4.56,
Mitch,Lyons,1998.0,3.0,,,,,11.0,1.0,0.33299999999999996,,,TE,1993.0,"Michigan,State","76,3",251.0,31.04,31.38,10.63,,5.25,,2.99,20 reps (225 lb),(N/A) (MPH),26.0,103.0,4.56,
Mitch,Lyons,1999.0,8.0,,,1.0,,25.0,4.0,0.5,,,TE,1993.0,"Michigan,State","76,3",251.0,31.04,31.38,10.63,,5.25,,2.99,20 reps (225 lb),(N/A) (MPH),26.0,103.0,4.56,
Tommy,Lyons,1976.0,1.0,,,,,,,,,,G,,,,,,,,,,,,,,,,,
Rob,Lytle,1977.0,17.0,198.0,1.0,,,47.0,,,,,RB,,,,,,,,,,,,,,,,,
Rob,Lytle,1978.0,6.0,,,,,10.0,,,,,RB,,,,,,,,,,,,,,,,,
Rob,Lytle,1979.0,13.0,,,,,12.0,,,,,RB,,,,,,,,,,,,,,,,,
Rob,Lytle,1980.0,18.0,177.0,,,,37.0,,,,,RB,,,,,,,,,,,,,,,,,
Rob,Lytle,1981.0,6.0,,1.0,,,14.0,,,,,RB,,,,,,,,,,,,,,,,,
Rob,Lytle,1982.0,1.0,,,,,10.0,,,,,RB,,,,,,,,,,,,,,,,,
Ken,MacAfee,1978.0,22.0,205.0,1.0,,,22.0,,,,,TE,,,,,,,,,,,,,,,,,
Ken,MacAfee,1979.0,24.0,266.0,4.0,,,50.0,,,,,TE,,,,,,,,,,,,,,,,,
Austin,Mack,2020.0,7.0,,,1.0,1.0,50.0,5.0,0.7140000000000001,,11.0,WR,2020.0,"Ohio,State",73,215.0,29.05,33.63,10.0,78.5,4.59,,2.65,(N/A) reps (225 lb),(N/A) (MPH),31.5,,4.42,
Cedric,Mack,1984.0,5.0,,,,,22.0,,,,,DB,,,,,,,,,,,,,,,,,
Cedric,Mack,1985.0,1.0,,,,,16.0,,,,,DB,,,,,,,,,,,,,,,,,
Kevin,Mack,1985.0,29.0,297.0,3.0,,,43.0,,,,,RB,,,,,,,,,,,,,,,,,
Kevin,Mack,1986.0,28.0,292.0,,,,44.0,,,,,RB,,,,,,,,,,,,,,,,,
Kevin,Mack,1987.0,32.0,223.0,1.0,,,17.0,,,,,RB,,,,,,,,,,,,,,,,,
Kevin,Mack,1988.0,11.0,,,,,25.0,,,,,RB,,,,,,,,,,,,,,,,,
Kevin,Mack,1989.0,2.0,,,,,4.0,,,,,RB,,,,,,,,,,,,,,,,,
Kevin,Mack,1990.0,42.0,360.0,2.0,,,30.0,,,,,RB,,,,,,,,,,,,,,,,,
Kevin,Mack,1991.0,40.0,255.0,2.0,1.0,,22.0,11.0,0.275,,,RB,,,,,,,,,,,,,,,,,
Kevin,Mack,1992.0,13.0,,,1.0,,23.0,3.0,0.231,1.0,,RB,,,,,,,,,,,,,,,,,
Marlon,Mack,2017.0,21.0,225.0,1.0,4.0,,34.0,10.0,0.47600000000000003,,33.0,RB,2017.0,"South,Florida","70,75",213.0,30.64,32.0,9.0,78.5,4.5,,2.61,15 reps (225 lb),(N/A) (MPH),35.5,125.0,4.22,
Marlon,Mack,2018.0,17.0,103.0,1.0,1.0,,29.0,3.0,0.17600000000000002,1.0,26.0,RB,2017.0,"South,Florida","70,75",213.0,30.64,32.0,9.0,78.5,4.5,,2.61,15 reps (225 lb),(N/A) (MPH),35.5,125.0,4.22,
Marlon,Mack,2019.0,14.0,,,,,14.0,2.0,0.14300000000000002,,16.0,RB,2017.0,"South,Florida","70,75",213.0,30.64,32.0,9.0,78.5,4.5,,2.61,15 reps (225 lb),(N/A) (MPH),35.5,125.0,4.22,
Marlon,Mack,2020.0,3.0,,,,,19.0,1.0,0.33299999999999996,,3.0,RB,2017.0,"South,Florida","70,75",213.0,30.64,32.0,9.0,78.5,4.5,,2.61,15 reps (225 lb),(N/A) (MPH),35.5,125.0,4.22,
Stacey,Mack,2001.0,23.0,165.0,1.0,1.0,,25.0,6.0,0.261,1.0,,RB,,,,,,,,,,,,,,,,,
Stacey,Mack,2002.0,11.0,,,,,12.0,5.0,0.455,,,RB,,,,,,,,,,,,,,,,,
Stacey,Mack,2003.0,9.0,,,,,10.0,3.0,0.33299999999999996,1.0,,RB,,,,,,,,,,,,,,,,,
John,Mackey,1970.0,28.0,435.0,3.0,,,,,,,,TE,,,,,,,,,,,,,,,,,
John,Mackey,1971.0,11.0,143.0,,,,,,,,,TE,,,,,,,,,,,,,,,,,
John,Mackey,1972.0,11.0,110.0,,,,,,,,,TE,,,,,,,,,,,,,,,,,
Jeremy,Maclin,2009.0,56.0,773.0,4.0,11.0,3.0,56.0,34.0,0.607,,91.0,WR,2009.0,Missouri,"72,13",198.0,27.4,,,,4.45,18.47,2.62,(N/A) reps (225 lb),(N/A) (MPH),,,,
Jeremy,Maclin,2010.0,70.0,964.0,10.0,13.0,4.0,83.0,45.0,0.643,1.0,116.0,WR,2009.0,Missouri,"72,13",198.0,27.4,,,,4.45,18.47,2.62,(N/A) reps (225 lb),(N/A) (MPH),,,,
Jeremy,Maclin,2011.0,63.0,859.0,5.0,15.0,2.0,59.0,43.0,0.6829999999999999,1.0,97.0,WR,2009.0,Missouri,"72,13",198.0,27.4,,,,4.45,18.47,2.62,(N/A) reps (225 lb),(N/A) (MPH),,,,
Jeremy,Maclin,2012.0,69.0,857.0,7.0,12.0,4.0,70.0,36.0,0.522,1.0,122.0,WR,2009.0,Missouri,"72,13",198.0,27.4,,,,4.45,18.47,2.62,(N/A) reps (225 lb),(N/A) (MPH),,,,
Jeremy,Maclin,2014.0,85.0,1318.0,10.0,21.0,7.0,72.0,56.0,0.659,,143.0,WR,2009.0,Missouri,"72,13",198.0,27.4,,,,4.45,18.47,2.62,(N/A) reps (225 lb),(N/A) (MPH),,,,
Jeremy,Maclin,2015.0,87.0,1088.0,8.0,14.0,3.0,61.0,49.0,0.563,2.0,124.0,WR,2009.0,Missouri,"72,13",198.0,27.4,,,,4.45,18.47,2.62,(N/A) reps (225 lb),(N/A) (MPH),,,,
Jeremy,Maclin,2016.0,44.0,536.0,2.0,6.0,1.0,44.0,29.0,0.659,,76.0,WR,2009.0,Missouri,"72,13",198.0,27.4,,,,4.45,18.47,2.62,(N/A) reps (225 lb),(N/A) (MPH),,,,
Jeremy,Maclin,2017.0,40.0,440.0,3.0,3.0,1.0,48.0,23.0,0.575,,72.0,WR,2009.0,Missouri,"72,13",198.0,27.4,,,,4.45,18.47,2.62,(N/A) reps (225 lb),(N/A) (MPH),,,,
Tre,Madden,2017.0,2.0,,,1.0,1.0,66.0,1.0,0.5,,2.0,FB,,,,,,,9.375,,,,,,,,,,
Tre,Madden,2018.0,2.0,,,1.0,,28.0,1.0,0.5,,3.0,FB,,,,,,,9.375,,,,,,,,,,
Adrian,Madise,2003.0,2.0,,,,,5.0,,,,,WR,2003.0,"Texas,Christian","71,4",215.0,30.37,30.5,9.75,,4.53,,2.66,(N/A) reps (225 lb),(N/A) (MPH),32.0,,4.23,7.3
John,Madsen,2006.0,11.0,146.0,1.0,2.0,1.0,57.0,4.0,0.364,,19.0,TE,,,,,,,,,,,,,,,,,
John,Madsen,2007.0,8.0,102.0,1.0,1.0,,39.0,5.0,0.625,,12.0,TE,,,,,,,,,,,,,,,,,
Mossis,Madu,2011.0,10.0,,,,,15.0,1.0,0.1,,12.0,RB,,,,,,,,,,,,,,,,,
Jeff,Maehl,2013.0,4.0,,1.0,1.0,,37.0,3.0,0.75,,9.0,WR,2011.0,Oregon,"72,88",190.0,25.76,31.5,9.13,,4.56,17.67,2.69,(N/A) reps (225 lb),(N/A) (MPH),33.5,,3.94,6.42
Jeff,Maehl,2014.0,5.0,,,,,15.0,1.0,0.2,,5.0,WR,2011.0,Oregon,"72,88",190.0,25.76,31.5,9.13,,4.56,17.67,2.69,(N/A) reps (225 lb),(N/A) (MPH),33.5,,3.94,6.42
Calvin,Magee,1985.0,26.0,288.0,3.0,,,35.0,,,,,TE,,,,,,,,,,,,,,,,,
Calvin,Magee,1986.0,45.0,564.0,5.0,,,45.0,,,,,TE,,,,,,,,,,,,,,,,,
Calvin,Magee,1987.0,34.0,424.0,3.0,,,37.0,,,,,TE,,,,,,,,,,,,,,,,,
Calvin,Magee,1988.0,9.0,103.0,,,,25.0,,,,,TE,,,,,,,,,,,,,,,,,
Terrence,Magee,2015.0,1.0,,,,,2.0,,,,1.0,RB,2015.0,"Louisiana,State","68,5",213.0,32.68,30.0,9.0,71.75,4.57,17.71,,22 reps (225 lb),(N/A) (MPH),37.0,115.0,4.37,7.52
Ryan,Mahaffey,2011.0,1.0,,,,,5.0,1.0,,,1.0,FB,,,,,,,,,,,,,,,,,
Reno,Mahe,2003.0,1.0,,,,,5.0,,,,,RB,,,,,,,,,,,,,,,,,
Reno,Mahe,2004.0,14.0,123.0,,2.0,,30.0,2.0,0.14300000000000002,,,RB,,,,,,,,,,,,,,,,,
Reno,Mahe,2005.0,12.0,,,,,12.0,3.0,0.25,,,RB,,,,,,,,,,,,,,,,,
Reno,Mahe,2006.0,5.0,,,,,8.0,1.0,0.2,1.0,6.0,RB,,,,,,,,,,,,,,,,,
Reno,Mahe,2007.0,1.0,,,,,11.0,1.0,,,1.0,RB,,,,,,,,,,,,,,,,,
Jack,Maitland,1970.0,9.0,,1.0,,,,,,,,RB,,,,,,,,,,,,,,,,,
Jack,Maitland,1971.0,1.0,,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Jack,Maitland,1972.0,4.0,,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Joel,Makovicka,1999.0,10.0,,1.0,,,15.0,4.0,0.4,,,FB,1999.0,Nebraska,"70,4",245.0,35.59,28.25,9.5,,4.82,,2.82,18 reps (225 lb),(N/A) (MPH),32.5,105.0,4.05,6.72
Joel,Makovicka,2000.0,6.0,,,,,5.0,3.0,0.5,,,FB,1999.0,Nebraska,"70,4",245.0,35.59,28.25,9.5,,4.82,,2.82,18 reps (225 lb),(N/A) (MPH),32.5,105.0,4.05,6.72
Joel,Makovicka,2001.0,16.0,,1.0,1.0,,25.0,4.0,0.25,1.0,,FB,1999.0,Nebraska,"70,4",245.0,35.59,28.25,9.5,,4.82,,2.82,18 reps (225 lb),(N/A) (MPH),32.5,105.0,4.05,6.72
Joel,Makovicka,2002.0,15.0,,3.0,,,17.0,6.0,0.4,,,FB,1999.0,Nebraska,"70,4",245.0,35.59,28.25,9.5,,4.82,,2.82,18 reps (225 lb),(N/A) (MPH),32.5,105.0,4.05,6.72
Bill,Malinchak,1976.0,1.0,,,,,12.0,,,,,WR,,,,,,,,,,,,,,,,,
Ryan,Malleck,2017.0,1.0,,,,,3.0,,,,1.0,TE,2016.0,"Virginia,Tech","76,5",247.0,30.39,32.5,9.38,77.625,,17.01,,18 reps (225 lb),(N/A) (MPH),34.5,121.0,4.33,7.0
John,Mallory,1971.0,1.0,,,,,,,,,,DB,,,,,,,,,,,,,,,,,
Rick,Mallory,1986.0,1.0,,,,,9.0,,,,,G,,,,,,,,,,,,,,,,,
Art,Malone,1970.0,9.0,,1.0,,,,,,,,RB,,,,,,,,,,,,,,,,,
Art,Malone,1971.0,34.0,380.0,2.0,,,,,,,,RB,,,,,,,,,,,,,,,,,
Art,Malone,1972.0,50.0,585.0,2.0,,,,,,,,RB,,,,,,,,,,,,,,,,,
Art,Malone,1973.0,19.0,177.0,1.0,,,,,,,,RB,,,,,,,,,,,,,,,,,
Art,Malone,1974.0,28.0,168.0,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Art,Malone,1975.0,20.0,120.0,,,,15.0,,,,,RB,,,,,,,,,,,,,,,,,
Art,Malone,1976.0,1.0,,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Benny,Malone,1974.0,2.0,,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Benny,Malone,1975.0,2.0,,,,,43.0,,,,,RB,,,,,,,,,,,,,,,,,
Benny,Malone,1976.0,9.0,103.0,,,,36.0,,,,,RB,,,,,,,,,,,,,,,,,
Benny,Malone,1977.0,4.0,,,,,35.0,,,,,RB,,,,,,,,,,,,,,,,,
Benny,Malone,1978.0,3.0,,,,,19.0,,,,,RB,,,,,,,,,,,,,,,,,
Benny,Malone,1979.0,13.0,137.0,1.0,,,55.0,,,,,RB,,,,,,,,,,,,,,,,,
Josh,Malone,2017.0,6.0,,1.0,1.0,,25.0,3.0,0.5,,17.0,WR,2017.0,Tennessee,"74,63",208.0,26.89,31.38,9.63,77.25,4.4,,2.61,10 reps (225 lb),(N/A) (MPH),30.5,121.0,4.19,7.05
Josh,Malone,2018.0,1.0,,,,,12.0,1.0,,,5.0,WR,2017.0,Tennessee,"74,63",208.0,26.89,31.38,9.63,77.25,4.4,,2.61,10 reps (225 lb),(N/A) (MPH),30.5,121.0,4.19,7.05
Josh,Malone,2020.0,4.0,,,,,13.0,1.0,0.25,,6.0,WR,2017.0,Tennessee,"74,63",208.0,26.89,31.38,9.63,77.25,4.4,,2.61,10 reps (225 lb),(N/A) (MPH),30.5,121.0,4.19,7.05
Mark,Malone,1981.0,1.0,,1.0,,,90.0,,,,,QB,,,,,,,,,,,,,,,,,
Jim,Mandich,1970.0,1.0,,1.0,,,,,,,,TE,,,,,,,,,,,,,,,,,
Jim,Mandich,1971.0,3.0,,1.0,,,,,,,,TE,,,,,,,,,,,,,,,,,
Jim,Mandich,1972.0,11.0,168.0,3.0,,,,,,,,TE,,,,,,,,,,,,,,,,,
Jim,Mandich,1973.0,24.0,302.0,4.0,,,,,,,,TE,,,,,,,,,,,,,,,,,
Jim,Mandich,1974.0,33.0,374.0,6.0,,,,,,,,TE,,,,,,,,,,,,,,,,,
Jim,Mandich,1975.0,21.0,217.0,4.0,,,32.0,,,,,TE,,,,,,,,,,,,,,,,,
Jim,Mandich,1976.0,22.0,260.0,4.0,,,31.0,,,,,TE,,,,,,,,,,,,,,,,,
Jim,Mandich,1977.0,6.0,,,,,15.0,,,,,TE,,,,,,,,,,,,,,,,,
Pete,Mandley,1984.0,3.0,,,,,19.0,,,,,WR,,,,,,,,,,,,,,,,,
Pete,Mandley,1985.0,18.0,316.0,,,,37.0,,,,,WR,,,,,,,,,,,,,,,,,
Pete,Mandley,1986.0,7.0,106.0,,,,51.0,,,,,WR,,,,,,,,,,,,,,,,,
Pete,Mandley,1987.0,58.0,720.0,7.0,,,41.0,,,,,WR,,,,,,,,,,,,,,,,,
Pete,Mandley,1988.0,44.0,617.0,4.0,,,56.0,,,,,WR,,,,,,,,,,,,,,,,,
Pete,Mandley,1989.0,35.0,476.0,1.0,,,44.0,,,,,WR,,,,,,,,,,,,,,,,,
Pete,Mandley,1990.0,7.0,,,,,24.0,,,,,WR,,,,,,,,,,,,,,,,,
Steve,Maneri,2011.0,1.0,,,,,1.0,,,,2.0,TE,,,,,,,,,,,,,,,,,
Steve,Maneri,2012.0,5.0,,,,,19.0,3.0,0.6,,12.0,TE,,,,,,,,,,,,,,,,,
James,Maness,1985.0,1.0,,,,,34.0,,,,,WR,,,,,,,,,,,,,,,,,
Nick,Mangold,2007.0,1.0,,,,,,,,,1.0,C,,,,,,,,,,,,,,,,,
Kris,Mangum,1997.0,4.0,,,2.0,,22.0,3.0,0.75,,,TE,1997.0,Mississippi,"76,5",249.0,30.63,32.38,9.5,,4.92,,2.88,27 reps (225 lb),(N/A) (MPH),32.0,112.0,4.29,7.63
Kris,Mangum,1998.0,1.0,,,,,5.0,,,,,TE,1997.0,Mississippi,"76,5",249.0,30.63,32.38,9.5,,4.92,,2.88,27 reps (225 lb),(N/A) (MPH),32.0,112.0,4.29,7.63
Kris,Mangum,1999.0,1.0,,,,,6.0,1.0,,,,TE,1997.0,Mississippi,"76,5",249.0,30.63,32.38,9.5,,4.92,,2.88,27 reps (225 lb),(N/A) (MPH),32.0,112.0,4.29,7.63
Kris,Mangum,2000.0,19.0,215.0,1.0,2.0,,31.0,13.0,0.684,,,TE,1997.0,Mississippi,"76,5",249.0,30.63,32.38,9.5,,4.92,,2.88,27 reps (225 lb),(N/A) (MPH),32.0,112.0,4.29,7.63
Kris,Mangum,2001.0,15.0,,2.0,,,11.0,8.0,0.5329999999999999,,,TE,1997.0,Mississippi,"76,5",249.0,30.63,32.38,9.5,,4.92,,2.88,27 reps (225 lb),(N/A) (MPH),32.0,112.0,4.29,7.63
Kris,Mangum,2002.0,16.0,159.0,,1.0,,35.0,7.0,0.43799999999999994,,,TE,1997.0,Mississippi,"76,5",249.0,30.63,32.38,9.5,,4.92,,2.88,27 reps (225 lb),(N/A) (MPH),32.0,112.0,4.29,7.63
Kris,Mangum,2003.0,17.0,199.0,,2.0,,34.0,12.0,0.706,,,TE,1997.0,Mississippi,"76,5",249.0,30.63,32.38,9.5,,4.92,,2.88,27 reps (225 lb),(N/A) (MPH),32.0,112.0,4.29,7.63
Kris,Mangum,2004.0,34.0,323.0,3.0,2.0,,26.0,17.0,0.5,,,TE,1997.0,Mississippi,"76,5",249.0,30.63,32.38,9.5,,4.92,,2.88,27 reps (225 lb),(N/A) (MPH),32.0,112.0,4.29,7.63
Kris,Mangum,2005.0,23.0,202.0,2.0,2.0,,24.0,15.0,0.652,,,TE,1997.0,Mississippi,"76,5",249.0,30.63,32.38,9.5,,4.92,,2.88,27 reps (225 lb),(N/A) (MPH),32.0,112.0,4.29,7.63
Kris,Mangum,2006.0,21.0,170.0,1.0,,,19.0,11.0,0.524,,32.0,TE,1997.0,Mississippi,"76,5",249.0,30.63,32.38,9.5,,4.92,,2.88,27 reps (225 lb),(N/A) (MPH),32.0,112.0,4.29,7.63
Chris,Manhertz,2016.0,1.0,,,,,10.0,1.0,,,1.0,TE,,,,,,,,,,,,,,,,,
Chris,Manhertz,2017.0,2.0,,,,,11.0,1.0,0.5,,4.0,TE,,,,,,,,,,,,,,,,,
Chris,Manhertz,2018.0,2.0,,1.0,1.0,1.0,50.0,1.0,0.5,,5.0,TE,,,,,,,,,,,,,,,,,
Chris,Manhertz,2019.0,1.0,,,,,11.0,1.0,,,1.0,TE,,,,,,,,,,,,,,,,,
Chris,Manhertz,2020.0,6.0,,,,,17.0,1.0,0.16699999999999998,,8.0,TE,,,,,,,,,,,,,,,,,
Logan,Mankins,2007.0,1.0,,,,,,,,,1.0,G,,,,,,,,,,,,,,,,,
Archie,Manning,1971.0,1.0,,,,,,,,,,QB,,,,,,,,,,,,,,,,,
Brian,Manning,1997.0,7.0,,,1.0,,21.0,5.0,0.7140000000000001,,,WR,1997.0,Stanford,"71,1",181.0,25.78,31.5,9.5,,4.59,,2.68,(N/A) reps (225 lb),(N/A) (MPH),34.5,,4.12,7.31
Peyton,Manning,2003.0,1.0,,,,,,,,,,QB,1998.0,Tennessee,"77,3",230.0,27.71,31.5,10.13,,,,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Wade,Manning,1981.0,3.0,,,,,34.0,,,,,WR,,,,,,,,,,,,,,,,,
Wade,Manning,1982.0,3.0,,,,,30.0,,,,,WR,,,,,,,,,,,,,,,,,
Mario,Manningham,2008.0,4.0,,,,,11.0,2.0,0.5,,6.0,WR,2008.0,Michigan,"71,75",181.0,25.31,32.13,9.0,,4.62,18.51,2.69,16 reps (225 lb),(N/A) (MPH),32.0,117.0,4.27,7.34
Mario,Manningham,2009.0,57.0,822.0,5.0,15.0,2.0,49.0,41.0,0.7190000000000001,1.0,99.0,WR,2008.0,Michigan,"71,75",181.0,25.31,32.13,9.0,,4.62,18.51,2.69,16 reps (225 lb),(N/A) (MPH),32.0,117.0,4.27,7.34
Mario,Manningham,2010.0,60.0,944.0,9.0,19.0,4.0,92.0,32.0,0.5329999999999999,1.0,92.0,WR,2008.0,Michigan,"71,75",181.0,25.31,32.13,9.0,,4.62,18.51,2.69,16 reps (225 lb),(N/A) (MPH),32.0,117.0,4.27,7.34
Mario,Manningham,2011.0,39.0,523.0,4.0,4.0,1.0,47.0,25.0,0.6409999999999999,,77.0,WR,2008.0,Michigan,"71,75",181.0,25.31,32.13,9.0,,4.62,18.51,2.69,16 reps (225 lb),(N/A) (MPH),32.0,117.0,4.27,7.34
Mario,Manningham,2012.0,42.0,449.0,1.0,6.0,1.0,40.0,21.0,0.5,2.0,57.0,WR,2008.0,Michigan,"71,75",181.0,25.31,32.13,9.0,,4.62,18.51,2.69,16 reps (225 lb),(N/A) (MPH),32.0,117.0,4.27,7.34
Mario,Manningham,2013.0,9.0,,,,,14.0,5.0,0.556,,23.0,WR,2008.0,Michigan,"71,75",181.0,25.31,32.13,9.0,,4.62,18.51,2.69,16 reps (225 lb),(N/A) (MPH),32.0,117.0,4.27,7.34
Tim,Manoa,1987.0,1.0,,,,,8.0,,,,,RB,,,,,,,,,,,,,,,,,
Tim,Manoa,1988.0,10.0,,,,,9.0,,,,,RB,,,,,,,,,,,,,,,,,
Tim,Manoa,1989.0,27.0,241.0,2.0,,,32.0,,,,,RB,,,,,,,,,,,,,,,,,
Tim,Manoa,1991.0,2.0,,,,,5.0,,,,,RB,,,,,,,,,,,,,,,,,
Lionel,Manuel,1984.0,33.0,619.0,4.0,,,53.0,,,,,WR,,,,,,,,,,,,,,,,,
Lionel,Manuel,1985.0,49.0,859.0,5.0,,,51.0,,,,,WR,,,,,,,,,,,,,,,,,
Lionel,Manuel,1986.0,11.0,181.0,3.0,,,35.0,,,,,WR,,,,,,,,,,,,,,,,,
Lionel,Manuel,1987.0,30.0,545.0,6.0,,,50.0,,,,,WR,,,,,,,,,,,,,,,,,
Lionel,Manuel,1988.0,65.0,1029.0,4.0,,,46.0,,,,,WR,,,,,,,,,,,,,,,,,
Lionel,Manuel,1989.0,33.0,539.0,1.0,,,49.0,,,,,WR,,,,,,,,,,,,,,,,,
Lionel,Manuel,1990.0,11.0,169.0,,,,19.0,,,,,WR,,,,,,,,,,,,,,,,,
Sean,Manuel,1996.0,3.0,,,,,7.0,1.0,0.33299999999999996,,,TE,,,,,,,,,,,,,,,,,
Brandon,Manumaleuna,2001.0,1.0,,1.0,,,1.0,1.0,,,,TE,2001.0,Arizona,"74,1",275.0,36.06,33.0,10.0,,5.0,,2.86,(N/A) reps (225 lb),(N/A) (MPH),30.0,,4.26,7.49
Brandon,Manumaleuna,2002.0,8.0,106.0,1.0,2.0,,27.0,5.0,0.625,,,TE,2001.0,Arizona,"74,1",275.0,36.06,33.0,10.0,,5.0,,2.86,(N/A) reps (225 lb),(N/A) (MPH),30.0,,4.26,7.49
